0.98686	0.01314
0.03189	0.96811
0.98662	0.01337
0.04126	0.95874
0.97964	0.02036
0.02921	0.97079
0.98198	0.01801
0.03530	0.96470
0.97960	0.02040
0.03346	0.96654
0.97750	0.02250
0.03333	0.96667
0.96884	0.03116
0.02794	0.97206
0.97417	0.02583
0.03587	0.96413
0.96827	0.03173
0.03076	0.96924
0.96956	0.03044
0.03781	0.96219
0.96424	0.03576
0.03280	0.96720
0.96518	0.03483
0.04403	0.95598
0.95969	0.04031
0.03796	0.96204
0.95933	0.04066
0.04403	0.95597
0.95106	0.04894
0.03734	0.96266
0.94754	0.05246
0.03560	0.96440
0.94826	0.05174
0.04743	0.95257
0.94866	0.05134
0.04663	0.95337
0.93566	0.06434
0.03952	0.96048
0.93771	0.06229
0.04380	0.95621
0.92487	0.07513
0.03728	0.96272
0.92567	0.07433
0.03856	0.96144
0.91542	0.08458
0.03538	0.96462
0.91919	0.08081
0.04451	0.95549
0.92254	0.07746
0.05034	0.94966
0.91185	0.08815
0.04471	0.95529
0.90061	0.09939
0.03678	0.96322
0.91010	0.08990
0.04698	0.95302
0.89894	0.10106
0.04008	0.95992
0.89251	0.10749
0.03972	0.96028
0.87799	0.12201
0.03511	0.96489
0.88712	0.11288
0.04280	0.95720
0.88043	0.11958
0.04477	0.95523
0.88562	0.11438
0.05420	0.94580
0.87522	0.12478
0.05068	0.94932
0.86601	0.13399
0.04699	0.95301
0.85607	0.14393
0.04156	0.95844
0.86342	0.13658
0.04656	0.95344
0.85516	0.14484
0.04138	0.95862
0.85534	0.14466
0.05253	0.94747
0.84075	0.15925
0.04469	0.95531
0.84618	0.15382
0.04814	0.95186
0.83818	0.16182
0.04579	0.95421
0.83162	0.16837
0.04934	0.95066
0.83966	0.16034
0.05142	0.94858
0.83239	0.16761
0.05172	0.94828
0.83293	0.16707
0.05187	0.94812
0.82658	0.17342
0.05221	0.94779
0.82864	0.17136
0.05717	0.94283
0.82765	0.17235
0.06037	0.93963
0.81475	0.18525
0.04915	0.95085
0.81741	0.18259
0.05824	0.94176
0.80479	0.19521
0.04749	0.95251
0.80425	0.19575
0.05502	0.94498
0.79153	0.20847
0.05062	0.94938
0.78465	0.21535
0.06052	0.93948
0.77895	0.22105
0.05154	0.94846
0.79196	0.20804
0.05175	0.94825
0.77738	0.22262
0.05403	0.94597
0.78209	0.21791
0.05877	0.94123
0.77373	0.22627
0.05512	0.94488
0.76497	0.23503
0.04770	0.95230
0.76875	0.23125
0.05231	0.94769
0.77412	0.22588
0.06146	0.93854
0.76004	0.23996
0.06655	0.93345
0.77700	0.22300
0.06778	0.93222
0.75659	0.24341
0.06388	0.93612
0.74988	0.25012
0.05952	0.94048
0.75479	0.24521
0.05539	0.94461
0.73643	0.26357
0.05688	0.94312
0.73750	0.26250
0.05776	0.94224
0.74492	0.25508
0.06469	0.93531
0.74957	0.25043
0.06273	0.93727
0.72763	0.27237
0.06001	0.93999
0.72024	0.27976
0.06094	0.93906
0.72070	0.27930
0.06392	0.93608
0.70531	0.29469
0.06548	0.93452
0.71205	0.28795
0.06699	0.93300
0.71135	0.28865
0.05650	0.94350
0.71400	0.28600
0.06355	0.93645
0.70354	0.29646
0.06392	0.93608
0.71908	0.28092
0.06143	0.93857
0.70683	0.29317
0.06086	0.93914
0.70370	0.29630
0.05931	0.94069
0.69349	0.30651
0.05783	0.94217
0.70876	0.29125
0.06130	0.93870
0.69336	0.30664
0.05955	0.94045
0.69833	0.30167
0.06068	0.93932
0.69014	0.30986
0.06349	0.93650
0.65898	0.34102
0.06129	0.93871
0.67665	0.32335
0.06123	0.93877
0.70038	0.29962
0.06695	0.93305
0.68212	0.31788
0.05881	0.94119
0.67080	0.32920
0.06189	0.93811
0.68332	0.31667
0.06216	0.93784
0.66963	0.33036
0.06466	0.93534
0.65664	0.34336
0.06444	0.93556
0.66621	0.33379
0.06370	0.93630
0.66582	0.33418
0.06417	0.93583
0.63114	0.36885
0.06217	0.93783
0.67510	0.32490
0.06275	0.93725
0.66596	0.33404
0.05883	0.94117
0.63969	0.36031
0.06780	0.93220
0.66263	0.33737
0.06532	0.93468
0.64513	0.35486
0.06928	0.93072
0.63891	0.36109
0.06956	0.93044
0.63041	0.36959
0.06684	0.93316
0.63589	0.36411
0.06493	0.93507
0.62113	0.37887
0.06457	0.93543
0.65537	0.34463
0.06762	0.93238
0.64180	0.35820
0.06661	0.93339
0.62788	0.37212
0.06894	0.93106
0.63372	0.36628
0.06735	0.93265
0.64833	0.35167
0.07223	0.92777
0.63847	0.36153
0.06532	0.93468
0.59844	0.40156
0.06731	0.93269
0.62266	0.37734
0.06267	0.93732
0.63150	0.36850
0.06649	0.93351
0.61658	0.38342
0.06366	0.93634
0.60390	0.39610
0.06593	0.93406
0.59743	0.40257
0.06357	0.93642
0.58988	0.41012
0.05958	0.94042
0.61855	0.38145
0.06513	0.93487
0.61418	0.38582
0.07175	0.92825
0.60920	0.39080
0.06275	0.93725
0.60186	0.39815
0.06335	0.93665
0.58562	0.41438
0.06165	0.93835
0.58429	0.41571
0.06310	0.93690
0.61792	0.38208
0.06309	0.93691
0.60687	0.39313
0.06468	0.93532
0.58565	0.41435
0.06454	0.93546
0.57801	0.42199
0.06464	0.93536
0.61206	0.38794
0.06100	0.93900
0.59287	0.40713
0.06396	0.93604
0.60076	0.39923
0.06334	0.93666
0.60624	0.39376
0.06346	0.93654
0.57370	0.42630
0.06150	0.93850
0.58571	0.41429
0.06777	0.93223
0.62485	0.37515
0.06706	0.93293
0.56068	0.43932
0.06030	0.93970
0.58033	0.41967
0.06152	0.93848
0.58249	0.41751
0.07144	0.92856
0.58184	0.41816
0.06859	0.93141
0.58306	0.41694
0.05887	0.94113
0.56198	0.43802
0.06111	0.93889
0.58100	0.41900
0.06519	0.93481
0.54888	0.45112
0.06368	0.93632
0.59776	0.40224
0.06333	0.93667
0.55463	0.44537
0.06358	0.93642
0.55894	0.44106
0.06664	0.93336
0.56259	0.43741
0.06144	0.93856
0.58610	0.41390
0.06437	0.93563
0.57547	0.42453
0.06427	0.93573
0.56069	0.43931
0.06303	0.93697
0.55693	0.44307
0.05952	0.94048
0.54310	0.45690
0.06466	0.93534
0.55049	0.44951
0.06225	0.93775
0.54897	0.45103
0.06441	0.93559
0.53141	0.46859
0.06140	0.93860
0.53406	0.46594
0.06394	0.93606
0.51458	0.48542
0.05895	0.94105
0.52258	0.47742
0.06066	0.93933
0.53267	0.46733
0.05961	0.94039
0.56040	0.43960
0.06180	0.93820
0.55183	0.44817
0.06939	0.93061
0.55531	0.44469
0.06198	0.93802
0.51746	0.48254
0.06124	0.93876
0.51715	0.48285
0.05846	0.94154
0.51649	0.48351
0.06519	0.93481
0.54979	0.45021
0.06549	0.93451
0.54066	0.45934
0.06127	0.93873
0.53193	0.46807
0.06287	0.93713
0.53128	0.46872
0.06021	0.93979
0.51167	0.48833
0.05891	0.94109
0.56019	0.43981
0.05556	0.94444
0.52116	0.47884
0.06050	0.93950
0.49960	0.50040
0.06391	0.93609
0.52393	0.47607
0.06112	0.93888
0.50989	0.49011
0.05881	0.94119
0.49370	0.50630
0.05500	0.94500
0.52408	0.47592
0.06600	0.93400
0.51145	0.48855
0.05968	0.94032
0.55287	0.44713
0.06693	0.93307
0.50659	0.49341
0.05900	0.94100
0.49224	0.50776
0.06006	0.93994
0.52694	0.47306
0.06524	0.93476
0.50584	0.49416
0.06210	0.93790
0.49394	0.50606
0.06470	0.93530
0.48799	0.51201
0.06091	0.93909
0.49322	0.50678
0.06146	0.93854
0.49579	0.50421
0.06663	0.93337
0.48798	0.51202
0.06229	0.93771
0.51534	0.48466
0.06047	0.93953
0.47931	0.52069
0.05809	0.94191
0.46031	0.53969
0.06195	0.93805
0.47341	0.52659
0.06015	0.93985
0.49951	0.50049
0.06021	0.93979
0.46422	0.53578
0.06380	0.93620
0.47092	0.52908
0.06164	0.93836
0.46055	0.53945
0.06575	0.93425
0.46082	0.53918
0.06236	0.93764
0.48111	0.51889
0.06511	0.93489
0.50956	0.49044
0.06229	0.93771
0.50708	0.49292
0.06582	0.93418
0.47922	0.52078
0.06907	0.93093
0.44676	0.55324
0.06400	0.93600
0.46786	0.53214
0.05961	0.94039
0.48435	0.51565
0.06264	0.93736
0.41613	0.58387
0.07323	0.92677
0.51328	0.48672
0.06773	0.93227
0.44594	0.55406
0.06287	0.93713
0.47013	0.52987
0.07244	0.92756
0.48781	0.51219
0.06540	0.93460
0.46290	0.53710
0.06790	0.93210
0.43745	0.56255
0.06583	0.93417
0.46955	0.53045
0.06326	0.93674
0.45997	0.54003
0.06832	0.93168
0.45202	0.54798
0.06853	0.93147
0.45869	0.54131
0.06781	0.93219
0.44077	0.55923
0.06511	0.93489
0.45786	0.54214
0.06567	0.93433
0.41615	0.58385
0.05979	0.94021
0.42489	0.57511
0.07146	0.92854
0.42693	0.57307
0.06738	0.93262
0.41580	0.58420
0.06604	0.93396
0.42815	0.57185
0.06401	0.93599
0.44517	0.55483
0.07037	0.92963
0.45318	0.54682
0.07911	0.92089
0.40179	0.59821
0.06537	0.93463
0.45539	0.54461
0.07561	0.92439
0.42414	0.57586
0.06150	0.93850
0.44518	0.55482
0.06506	0.93494
0.43135	0.56865
0.07176	0.92823
0.40841	0.59159
0.06893	0.93107
0.42061	0.57939
0.07627	0.92373
0.41876	0.58124
0.07553	0.92447
0.39068	0.60932
0.06695	0.93305
0.43584	0.56416
0.06440	0.93560
0.47259	0.52741
0.07165	0.92835
0.37615	0.62385
0.06010	0.93990
0.47356	0.52644
0.08037	0.91963
0.42991	0.57009
0.07127	0.92873
0.37567	0.62433
0.07133	0.92867
0.40386	0.59614
0.07233	0.92767
0.41520	0.58480
0.08123	0.91878
0.38686	0.61314
0.07447	0.92553
0.40117	0.59883
0.07075	0.92924
0.40991	0.59009
0.07444	0.92556
0.38831	0.61169
0.07582	0.92418
0.38036	0.61964
0.05896	0.94104
0.42516	0.57484
0.07277	0.92723
0.39305	0.60695
0.07190	0.92811
0.41277	0.58723
0.06974	0.93026
0.41662	0.58338
0.07065	0.92935
